service,description,url,phone,url_phone
Planned Lifetime Assistance Network of NJ,"Planned Lifetime Assistance Network of New Jersey, Inc. (PLAN|NJ) is located at PO Box 547, Somerville, NJ 08876-0547. The contact number is 908-575-8300. There are no specific operating hours listed on the website. Prerequisites for using their services include needing to coordinate supports for individuals with disabilities, but no specific identification requirements are mentioned.",https://plannj.org/,9085758300,https://plannj.org/
Platinum Dental Group,"Planned Lifetime Assistance Network of New Jersey, Inc. (PLAN|NJ) is located at PO Box 547, Somerville, NJ 08876-0547. The operating hours are not specified on the website. There is no mention of prerequisites such as identification for using their services.",https://platinumdentalgroup.com/,9085758300,https://platinumdentalgroup.com/
Point Community Church Somerset,"Point Community Church is located at 1345 Easton Avenue, Somerset, NJ 08873. Worship gatherings are held on Sundays at 9:30 AM. There is no information provided about prerequisites such as identification for attending services.",http://pccsomerset.org/,7324700059,http://pccsomerset.org/
Pop-up Pantry,"The Pop-Up Pantry, part of the Community Care Food & Clothing Pantry, is located in Sicklerville, NJ. It operates on a variable schedule depending on the specific event, with different locations and activities for each Pop-Up event. There is no specific information mentioned regarding prerequisites such as identification for participants.",https://www.foodpantrynj.org/popuppantry,,https://www.findhelp.org/radiant-church--piscataway-nj--pop-up-food-pantry/5512555990745088?postal=08817
PRAB,"Location: PRAB Headquarters, 754 Route 18, Suite 202, East Brunswick, NJ 08816

Operating Hours: Not specified.

Prerequisites: No specific prerequisites mentioned for using their services, but contact information is provided for registration and assistance.",https://www.prab.org/,7328327535,https://www.prab.org/contact/
PRAB Housing Coalition,"The Housing Coalition of Central Jersey is located at 754 Route 18, Suite 202, East Brunswick, NJ 08816. Their operating hours are Monday to Friday, from 9:00 AM to 5:00 PM (hours subject to change). Prerequisites for enrollment include ownership of a home in Middlesex County or certain areas of Somerset County for foreclosure/default counseling, residency in Middlesex County or certain areas of Somerset County for landlord/tenant counseling, and specific requirements for first-time homebuyers and grant applicants, such as completing a course and having a mortgage pre-approval. It is advised to call first for an appointment.",https://www.prab.org/programs-services/housing-services/housing-coalition-of-central-jersey-enrollment/,7328327535,https://www.prab.org/programs-services/housing-services/housing-coalition-of-central-jersey-enrollment/
PRAHD Housing Program,"Location: 100 First Street, Perth Amboy, NJ 08861; 100 Cooke Avenue, Carteret, NJ 07008  
Operating Hours: Perth Amboy - 9 am - 4 pm; Carteret - 10 am - 4 pm  
Prerequisites: No specific prerequisites mentioned, but services include counseling and education for low to moderate income individuals.",https://www.prahd.org/prahd-housing-program/,7326382824,https://www.prahd.org/prahd-housing-program/
Preferred Behavioral Health Group,"Preferred Behavioral Health Services has multiple locations in New Jersey including Barnegat, Brick, Eatontown, and several sites in Lakewood and Toms River. The website does not specify operating hours, and there is no mention of prerequisites such as identification required to access services.",https://www.preferredbehavioral.org/,7323674700,https://www.preferredbehavioral.org/contact-us/
Pregnancy Support Resources and Services (Bethany Christian Services),"Location: 901 Eastern Ave NE, Grand Rapids, MI 49503  
Operating Hours: Not specified  
Prerequisites: No prerequisites mentioned; services are free and confidential.",https://bethany.org/get-help/pregnancy,2017034371,https://bethany.org/locations/us/nj/fair-lawn
Prescription Assistance is Available,"Location: New Jersey (various programs available in different counties)

Operating Hours: Not specified

Prerequisites: Eligibility for assistance programs varies; some programs may require identification. For the N.J. Prescription Drug Retail Price Registry, consumers need to know the name and dosage of the medication and their town or zip code.",https://nj211.org/prescription-assistance-is-available,8007929745,https://nj211.org/prescription-assistance-is-available
Prestige,"Location: 1020 US Highway 1, Avenel, NJ 07001  
Operating Hours: Sales - Mon to Sat: 9:00 AM - 8:00 PM, Sun: Closed  
Prerequisites: No specific prerequisites mentioned.",https://www.prestigeofavenel.com/,7326029800,https://www.prestigeofavenel.com/contact-us/
Prevention Links,"The 988 Lifeline Pre-Chat Survey webpage does not provide specific information regarding location, operating hours, or prerequisites such as identification requirements.",https://988lifeline.org/chat,18558253275,https://preventionlinks.org/
Prevention Resources Inc.,"Location: 4 Walter E. Foran Blvd., Suite 410, Flemington, NJ 08822  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned; however, some services may require identification based on the nature of the service.",https://njprevent.com/,9087823909,https://njprevent.com/
Pride Center of New Jersey,"The Pride Center of New Jersey is located at 85 Raritan Avenue, Suite 100, Highland Park, NJ 08904-2430. Operating hours information is not provided on the website. There is no specific mention of prerequisites for using the center, such as the need for identification.",http://www.pridecenter.org/,7328462232,http://www.pridecenter.org/
Pride Counseling:,"Pride Counseling LLC is located in Somers Point, NJ. The website does not specify operating hours or any prerequisites such as the need for identification.",https://www.facebook.com/pridecounselingllc/,,https://www.facebook.com/pridecounselingllc/
Primary Care First-Normy Dessalines MD,"Location: 170 Avenue at the Common, Suite 2, Shrewsbury, NJ 07702  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://primarycare-first.com/,7327476600,https://doctors.hackensackmeridianhealth.org/provider/normy-dessalines/1593343
Princeton House Behavioral Health,,https://www.princetonhcs.org/care-services/princeton-house-behavioral-health,,https://www.princetonhcs.org/care-services/princeton-house-behavioral-health
Princeton Mercer Regional Chamber,"The Princeton Mercer Regional Chamber of Commerce is located at 619 Alexander Rd Suite 101, Princeton, NJ 08540. There are no specific operating hours mentioned on the website. There is also no information provided regarding prerequisites such as the need for identification to use the services.",https://www.princetonmercerchamber.org/,6099241776,https://business.princetonmercerchamber.org/contact-us
Program of all Inclusive Care for the Elderly (PACE),"The Program of All-Inclusive Care for the Elderly (PACE) is available in various locations in New Jersey, including Bordentown, Pennsauken, Jersey City, Vineland, Williamstown, Lakehurst, Oceanport, and Atlantic City. Eligibility requires individuals to be 55 years or older, require nursing home level care but be able to live safely in the community at enrollment, and reside in the service area of a PACE organization. There’s no specific mention of operating hours, but potential participants need to live in the defined coverage areas and may need to contact the individual PACE agencies for more information. No identification prerequisites are mentioned in the summary.",https://www.nj.gov/humanservices/doas/services/l-p/pace/,18007928820,https://www.nj.gov/humanservices/doas/services/l-p/pace/
Program of Assertive Community Treatment (PACT)Bridgeway Rehabilitation Services,,https://nj.gov/humanservices/dmhas/resources/services/treatment/mental_health/PACT.pdf,,https://nj.gov/humanservices/dmhas/resources/services/treatment/mental_health/PACT.pdf
Project LETS,"Location: Unceded Narragansett and Wampanoag Land (Providence, RI)

Operating Hours: Not specified

Prerequisites: No specific information found regarding prerequisites such as identification.",https://projectlets.org/,4014002905,https://projectlets.org/
Project Literacy,"Location: 355 Main Street, Hackensack, NJ 07601.  
Operating Hours: Not specified.  
Prerequisites: No specific prerequisites mentioned, but an online student application is available.",https://www.project-literacy.org/,2014897066,http://mail.project-literacy.org/contact.html
Project self Sufficiency,"Project Self-Sufficiency is located at 127 Mill Street, Newton, NJ 07860. The operating hours for in-person donations are Monday to Friday, from 9am to 3pm. There is no specific information mentioned regarding prerequisites for using services, such as identification requirements.",https://www.projectselfsufficiency.org/,9739403500,https://www.projectselfsufficiency.org/contact-us
Protection and Advocacy for Individuals with Mental Illness (PAIMI),"Disability Rights New Jersey is located at 210 S Broad Street, 3rd Floor, Trenton, New Jersey 08608. The operating hours are not specified on the website. To use their services, individuals may need to provide identification or demonstrate a disability status, but specific prerequisites are not detailed in the information provided.",https://disabilityrightsnj.org/who-we-are/programs/,18009227233,https://disabilityrightsnj.org/who-we-are/programs/
PROUD Gender Center of New Jersey at RWJUH,"**Location:** PROUD Gender Center, 181 Somerset St., 2nd Floor, New Brunswick, NJ 08901, part of Robert Wood Johnson University Hospital.

**Operating Hours:** Not explicitly stated.

**Prerequisites:** To make an appointment, potential patients need to call 1-833-BH-PROUD or fill out a form. No specific identification requirements mentioned.",https://www.rwjbh.org/rwj-university-hospital-new-brunswick/treatment-care/lgbtqia-program/proud-gender-center-transgender-community-servic/,7328283000,https://www.rwjbh.org/rwj-university-hospital-new-brunswick/treatment-care/lgbtqia-program/proud-gender-center-transgender-community-servic/
Providence House of Ocean County,"The National Domestic Violence Hotline offers 24/7 confidential support, education, and personalized safety planning for anyone impacted by relationship abuse. There are no specific prerequisites mentioned for using their services.",https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b,,https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b
Provident bank Branch,,,8004487768,https://www.provident.bank/contact-us
Psychiatry Expert Advance Psychiatric Care,"Neptune Office: 444 Neptune Blvd, Suite #17, Neptune, NJ 07753; Toms River Office: 554 Commons Way, Building E, Toms River, NJ 08755. Operating hours are Monday to Friday, 9:00 am - 5:00 pm. Potential patients are encouraged to verify insurance coverage before requesting an appointment and may need to provide a form of identification or insurance information.",https://psychiatryexpertmd.com/,7325283232,https://psychiatryexpertmd.com/
Puerto Rican Action Committee,"Location: Multiple offices in Southern New Jersey, including Vineland, Hammonton, Rio Grande, Pennsville, Mount Holly, and Vineland (Cumberland Office).

Operating Hours: Not specified in the provided text.

Prerequisites: No specific prerequisites such as identification are mentioned in the provided text.",https://www.pracofsj.com/,,https://nj211.org/resource-search/program/63458298
Puerto Rican Action Committee of Southern Jersey,"The Puerto Rican Action Committee (PRAC) of Southern New Jersey is located at multiple offices, including:

- 72 N Virginia Ave, Penns Grove, NJ 08069
- 818 E. Landis Ave, Suite C, Vineland, NJ 08360
- 900 Route 54, Suite A10, Hammonton, NJ 08037
- 3801 Rt. 9 South, Unit 12B, Rio Grande, NJ 08242
- 390 N. Broadway, Suite 600, Pennsville, NJ 08070
- 137 High Street, Mount Holly, NJ 08060
- 275 N. Delsea Dr. Suite G, Vineland, NJ 08360

Operating hours and prerequisites for using services, such as forms of identification, are not provided in the information.",https://www.pracofsj.com/,8564056753,https://www.pracofsj.com/
Puerto Rican Association of Human Development,"Location: 100 First Street, Perth Amboy, NJ 08861 and 100 Cooke Avenue, Carteret, NJ 07008  
Operating Hours: Perth Amboy - 9 am - 4 pm, Carteret - 10 am - 4 pm  
Prerequisites: Not specified.",https://www.prahd.org/,7324421081,https://www.prahd.org/contact/
Pyx Health,,,,
Quit Tobacco Now:,"The New Jersey Quitline, part of the Department of Health, offers support for residents 18 and older trying to quit smoking. It operates Monday to Friday from 8:00 AM to 9:00 PM, Saturday from 8:00 AM to 7:00 PM, and Sunday from 9:00 AM to 5:00 PM. Registration requires either a phone self-referral or web-based enrollment. Those enrolled in the two-call program may qualify for two free weeks of nicotine replacement patches.",https://www.nj.gov/health/fhs/tobacco/quitting/,18007848669,https://www.nj.gov/health/fhs/tobacco/quitting/
Ramapo Ridge Behavioral Health (RRBH),"Ramapo Ridge Behavioral Health is located at 301 Sicomac Ave., Wyckoff, NJ 07481. The admissions office is available 24 hours a day at (201) 848-5500. They accept both voluntary and involuntary patients and take Medicare, Medicaid, and private insurance. There are no specific prerequisites mentioned for using the services, but it is implied that contact is needed if seeking assistance for a mental health issue.",https://www.christianhealthnj.org/communities-services/mental-health/ramapo-ridge-behavioral-health/,2018485500,https://www.christianhealthnj.org/communities-services/mental-health/ramapo-ridge-behavioral-health/
Raritan Valley Community College,"Location: 118 Lamington Road, Branchburg, NJ 08876  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.raritanval.edu/,9085261200,https://www.raritanval.edu/admissions-information/contact-admissions
Reach,"ReachNJ is a central call-in line for New Jersey residents seeking help with substance use disorders. It operates 24/7 and every call is answered by a live person within 30 seconds. There are no prerequisites for using the service, as it serves all NJ residents regardless of insurance status or ability to pay.",https://www.nj.gov/humanservices/reachnj/,18447322465,https://www.nj.gov/humanservices/reachnj/
Reach NJ (24/7),"The 988 Lifeline Pre-Chat Survey does not appear to provide specific information regarding location, operating hours, or prerequisites for use. Therefore, the summary will be an empty string.",https://988lifeline.org/chat,,https://988lifeline.org/chat
Reach Out Addiction and Recovery,"{""description"":""""}",https://988lifeline.org/chat,,https://988lifeline.org/chat
ReachNJ,"The 988 Lifeline Pre-Chat Survey webpage does not provide specific information regarding location, operating hours, or prerequisites for using the service.",https://988lifeline.org/chat,,https://988lifeline.org/chat
Recovery Community Center,"The 988 Lifeline Pre-Chat Survey website does not provide specific information regarding location, operating hours, or prerequisites such as the need for identification.",https://988lifeline.org/chat,988,https://988lifeline.org/chat
Recycling and Solid Waste Management,"Location: 401 East State Street, Trenton, NJ 08625-0420  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned, but general information indicates the need for a form of identification may be necessary for services related to solid and hazardous waste transporter registration.",https://www.nj.gov/dep/dshw/,8567944089,https://www.vinelandcity.org/waste-management/
Red Bank housing authority,"Location: 191-193 Drs. James Parker Blvd., Red Bank, NJ 07701  
Operating Hours: 8:30 AM – 4:00 PM, Monday – Friday  
Prerequisites: No specific prerequisites mentioned.",https://redbankhousing.org/,7327411808,https://redbankhousing.org/
Red Bank Housing Authority,"**Location:** 191-193 Drs. James Parker Blvd., Red Bank, NJ 07701  
**Operating Hours:** 8:30 AM – 4:00 PM, Monday – Friday  
**Prerequisites:** Not specified; no information found regarding identification requirements.",https://redbankhousing.org/,7327411808,https://redbankhousing.org/
Renfrew Center for Eating Disorders,"The Renfrew Center in Paramus, NJ is located at 1 Kalisa Way, Suite 211, Paramus, NJ 07652. It offers outpatient eating disorder treatment with operating hours not specified. No specific prerequisites are mentioned for receiving treatment, although contacting the center at 1-800-RENFREW is recommended for scheduling an assessment and learning more about services.",https://renfrewcenter.com/locations/paramus-nj/,18007363739,https://renfrewcenter.com/locations/mount-laurel-nj/
Rental Counseling,"The Housing Partnership offers rental counseling located at 2 East Blackwell Street, Suite 12, Dover, NJ 07801. They operate by appointment and require one visit with HUD-certified housing counselors and the completion of a financial capability course. A certificate of completion is issued upon finishing the course to present to prospective landlords.",https://www.housingpartnershipnj.org/rental-counseling/,6099134463,https://www.nj.gov/dca/ddrm/programs/ida/legal_services_HCS.shtml
Republic Bank Glassboro,"Republic Bank is located at 100 William L Dalton Dr, Glassboro, NJ 08028. There are no specified operating hours mentioned, and there is no information regarding prerequisites such as identification requirements for using their services.",https://www.mapquest.com/us/new-jersey/republic-bank-358642885,8888752265,https://www.yelp.com/biz/republic-bank-glassboro
Rescript Your Stroy LLC,"Location: Piscataway, NJ 08854  
Operating hours: Monday to Friday from 9:00 AM to 9:00 PM, Saturday and Sunday from 7:00 AM to 12:00 PM  
Prerequisites: No specific prerequisites or forms of identification mentioned.",https://www.yelp.com/biz/rescript-your-story-piscataway,7329105714,https://www.yelp.com/biz/rescript-your-story-piscataway
Resolve Community Counseling Center,"Location: 1830 Front Street, Scotch Plains, NJ  
Operating hours: Not specified  
Prerequisites: Interested clients must complete a client intake form; a staff member will follow up for confirmation.",https://www.resolvenj.com/,9083229180,https://www.resolvenj.com/
Respite (Bikur-Cholim of Passaic Clifton),"{""location"": """", ""operating_hours"": """", ""prerequisites"": """"}",https://www.bikurcholimofpc.org/,9732498811,https://www.bikurcholimofpc.org/
Respite Care (CareOne),"Short-term respite care is offered at various CareOne locations, including Bound Brook, NJ; New Bedford, MA; Millbury, MA; Livingston, NJ; Wilmington, MA; Hackensack, NJ; Wayne, NJ; Wall, NJ; Westwood, NJ; Edison, NJ; Paramus, NJ; Teaneck, NJ; Sharon, MA; Southbury, CT; East Longmeadow, MA; Randolph, MA; Peabody, MA; Parsippany-Troy Hills, NJ; Oradell, NJ; Northampton, MA; Newton, MA; New Milford, NJ; Moorestown, NJ; Atlantic Highlands, NJ; Morristown, NJ; and more. There are no specified operating hours listed, and no prerequisites mentioned such as identification requirements to use the service.",https://www.care-one.com/services/respite-care/,8552778550,https://www.care-one.com/services/respite-care/
Respite Care (Holland Christian Home Association),"Windmere is located at 151 Graham Ave., North Haledon, NJ 07508. The specific operating hours are not mentioned. There is no information provided about prerequisites, such as the need for a form of identification.",https://www.christianhealthnj.org/news/2024/august/holland-christian-home-joins-christian-health-wi/,9734274087,https://healthapps.nj.gov/facilities/fsFacilityDetails.aspx?item=NJ703300
Results for LGBTQ Support Groups,"Montclair, NJ - Groups operate at various locations in New Jersey including Eatontown, Freehold, Princeton, Flemington, Ringwood, Hackensack, Teaneck, and Bayonne. Operating hours vary by group, with some meeting virtually at specified times. Many groups require prior registration or contact for information and may have specific age or identity prerequisites, such as being part of the LGBTQ+ community. Some groups may also involve fees, while others are free. Identification or insurance verification may be necessary for certain services.",https://www.psychologytoday.com/us/groups/new-jersey?category=gay,7328462232,http://www.pridecenter.org/support-groups
"RICHARD A HAHN, MSW","The website lists various LGBTQ+ support groups available in New Jersey, primarily located in cities like Montclair, Eatontown, Freehold, Princeton, and others. Many groups operate under different schedules or may be seasonal, with several requiring registration prior to participation, and some asking for identification or payments for involvement. For instance, LGBTQ+ support groups may be free or have specific fees associated with participation, such as a $60 fee for certain groups. Overall, participants should contact the group facilitators for precise information regarding meeting times, location, and any prerequisites needed for joining these groups.",https://arihahnlcsw.com/,2013993591,https://arihahnlcsw.com/
Richard Hall,,,,
Ridgewood Camera Club,,https://ridgewoodcameraclub.net/,,https://ridgewoodcameraclub.net/
Rise Up Community Center,"Rise Up Community Center is located at 120 W 7th St, Suite 201, Plainfield, NJ 07060, United States, and can be contacted at 908.293.8333. The center offers various recovery and harm reduction services, educational opportunities, and workforce support, all free of charge. There are no specific operating hours mentioned in the provided text. Eligibility criteria for services require individuals to be at least 18 years old and residents of Union County. Participants who are interested should either attend events or contact the center directly to engage with their services.",https://preventionlinks.org/location/rise-up-community-center/,9082938333,https://preventionlinks.org/location/rise-up-community-center/
Rite Aid #00116 - Millville,"Location: 907 North High Street, Millville, NJ 08332  
Operating Hours: In-store shopping from 8:00 AM to 12:00 AM, Pharmacy hours Monday to Friday from 9:00 AM to 9:00 PM, Saturday from 9:00 AM to 6:00 PM, and Sunday from 10:00 AM to 6:00 PM. The pharmacy is closed for lunch daily from 1:30 PM to 2:00 PM.  
Prerequisites: Photo ID and insurance information are required for vaccinations.",https://www.riteaid.com/locations/nj/millville/907-north-high-street.html,8568257742,https://www.riteaid.com/locations/nj/millville/907-north-high-street.html
Rite Aid #10487 - Vineland,"Rite Aid is located at 7 West Landis Avenue, Vineland, NJ 08360. The operating hours are Monday through Friday from 7:00 AM to 11:00 PM, and Saturday and Sunday from 7:00 AM to 12:00 AM. For pharmacy services, the hours are Monday through Friday from 7:00 AM to 10:00 PM, and Saturday and Sunday from 8:00 AM to 8:00 PM. A valid photo ID and insurance information are required for vaccines and certain services.",https://www.riteaid.com/locations/nj/vineland/7-west-landis-avenue.html,8566915151,https://www.riteaid.com/locations/nj/vineland/7-west-landis-avenue.html
Rite Aid #10488 - Vineland,"Rite Aid is located at 970 North Main Road, Vineland, NJ 08360. The store operates from 9:00 AM to 10:00 PM Monday through Friday, 8:00 AM to 9:00 PM on Saturdays, and 8:00 AM to 8:00 PM on Sundays. The pharmacy operates from 9:00 AM to 9:00 PM Monday through Friday, 9:00 AM to 6:00 PM on Saturdays, and 10:00 AM to 6:00 PM on Sundays, with a daily lunch closure from 1:30 PM to 2:00 PM. For certain services, such as flu shots, customers are recommended to bring a photo ID and insurance information.",https://www.riteaid.com/locations/nj/vineland/970-north-main-road.html,8565631599,https://www.riteaid.com/locations/nj/vineland/970-north-main-road.html
Rite Aid Pharmacy,"61 Rite Aid Stores are located in New Jersey. There is no specific information on operating hours or prerequisites for using the services, such as identification requirements.",https://www.riteaid.com/locations/nj.html,18007483243,https://www.riteaid.com/locations/nj.html
River Street Commons Community Apartments,"River Street Commons is located at 49 Catherine Street, Red Bank, NJ, 07701. The operating hours are Monday, Tuesday, Thursday, and Friday by appointment, and Wednesday from 9:00 AM to 5:00 PM; it is closed on Saturday and Sunday. The community is a 55+ living space, and while specific prerequisites are not mentioned, it is implied that residents must be 55 years or older to reside there.",https://www.pennrose.com/apartments/new-jersey/river-street-commons/,7323911548,https://www.pennrose.com/apartments/new-jersey/river-street-commons/
Rockingham Historic Site,"Location: Rockingham State Historic Site, Princeton, NJ  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.rockingham.net/,6096837132,https://www.rockingham.net/
Rotech Health Care,"Rotech Healthcare offers a range of home medical services and products, including ventilator therapy, home oxygen therapy, sleep apnea management, and more. The website does not specify a physical location or operating hours. Additionally, there is no mention of prerequisites such as identification needed to use their services.",https://www.rotech.com/,8773891532,https://www.rotech.com/contact-us/
Rowan College Vaccination Site,"Rowan University is administering COVID vaccines and boosters at The Owls Nest in the Chamberlain Student Center, located at Mullica Hill Road, Glassboro, NJ. The clinic operates from 11:00 a.m. to 2:00 p.m. on designated days, and appointments are required. Individuals cannot receive the vaccine if they have certain symptoms or have been in close contact with a confirmed COVID-19 case within the past 14 days.",https://sites.rowan.edu/universityevents/flu-clinic-forms.html,,https://www.rcsj.edu/collegeoverview/vaccination-policies
Rowan Fitness Center,"The Rowan Fitness Center is located at 232 Victoria Street, Glassboro, New Jersey, across from Inspira. The center is open to all students with a Rowan I.D., and memberships are available for employees, alumni, and Nexus residents aged over 18. All Rowan employees must present their University I.D. for access, while alumni must provide proof of alumni status (such as a transcript, alumni card, or diploma). Guests may be sponsored on weekends for $10 each, requiring a picture I.D. for age verification. The center accepts only credit cards as a payment type.",https://sites.rowan.edu/rec/facilities/fitness_center.html,8562565900,https://sites.rowan.edu/rec/facilities/fitness_center.html
Rowan REC Center,"Rowan University's Campus Recreation is located at 201 Mullica Hill Road, Glassboro, New Jersey 08028. The hours of operation vary and are subject to change during breaks and holidays; specific hours can be viewed on their website. Membership is available to all students carrying 3 or more credits, as they have paid their membership fee through the student activities fee. No additional prerequisites, such as identification, are mentioned for using the facilities.",https://sites.rowan.edu/rec/,8562564900,https://sites.rowan.edu/rec/
Runnells Center for Rehabilitation and Healthcare,"Location: 40 Watchung Way, Berkeley Heights, NJ 07922  
Operating Hours: Not specified  
Prerequisites: No information found  ",https://healthapps.nj.gov/facilities/fsFacilityDetails.aspx?item=NJ22001L,9087715700,https://healthapps.nj.gov/facilities/fsFacilityDetails.aspx?item=NJ22001L
Rutgers Behavioral Health Care,"Locations: Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, & Piscataway.  
Operating hours: Not specified.  
Prerequisites: No specific information on prerequisites or identification requirements found.",https://ubhc.rutgers.edu/,8009695300,https://ubhc.rutgers.edu/
Rutgers Community Christian Church,"Located in Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, and Piscataway, Rutgers University of Behavioral Health Care provides various clinical programs. For access, it is recommended to contact the Access Center at (800) 969-5300 for appointments. There is no specific information on prerequisites such as identification requirements mentioned in the text.",https://ec.rccc.org/,8009695300,https://ec.rccc.org/
Rutgers UBHC,"Location: Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, & Piscataway  
Operating Hours: Not specified  
Prerequisites: Need to call (800) 969-5300 for appointments; no specific identification mentioned.",https://ubhc.rutgers.edu/,8009695300,https://ubhc.rutgers.edu/
Rutgers University Behavioral Health Care,"Locations include Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, and Piscataway. No specific operating hours are provided. There is a prerequisite to using services; it is recommended to call for appointments and support, and identification may be required for certain services.",https://ubhc.rutgers.edu/,8009695300,https://ubhc.rutgers.edu/
RWJ University Hospital Somerset,"RWJ University Hospital Somerset is located at 110 Rehill Avenue, Somerville, NJ 08876. The hospital's contact number is (908) 685-2200. There are no specific operating hours mentioned in the provided information, and there are no details regarding prerequisites such as identification requirements for using the hospital services.",https://www.rwjbh.org/rwj-university-hospital-somerset/,9086852200,https://www.rwjbh.org/rwj-university-hospital-somerset/patients-visitors/phone-directory/
"RWJBarnabas Health and Rutgers Cancer Institute, Mammogram","The Mammogram services at RWJBarnabas Health are available at various locations in New Jersey, including New Brunswick and other identified sites. Operating hours and specific appointment times are not detailed in the provided information. A prescription is required at the New Brunswick location; if you do not have one, you can call Breast Care Connection for assistance. For scheduling, appointments can be made via phone or online at select locations.",https://www.rwjbh.org/treatment-care/breast-care/schedule-your-mammogram/,8556545393,https://www.rwjbh.org/treatment-care/breast-care/schedule-your-mammogram/
RWJBarnabas Health medical group (Formerly RWJ Physician Enterprise),"RWJBarnabas Health Medical Group offers comprehensive primary and specialty care at multiple locations throughout New Jersey. Operating hours may vary by location, and it is advisable to check specific offices for details. Patients typically need to sign up for MyChart to manage their care online, and there may be requirements for identification or insurance, as they accept a wide range of insurance plans.",https://www.rwjbh.org/rwjbarnabas-health-medical-group/,,https://www.rwjbh.org/rwjbarnabas-health-medical-group/
RWJBH Institute for Prevention and Recovery Quit Center,"RWJBarnabas Health’s Nicotine and Tobacco Recovery Program is available in Essex, Mercer, Middlesex, Monmouth, Ocean, Somerset, and Union Counties, NJ. The program operates under the Public Health Service Guidelines and offers free, 8-week support for quitting smoking or vaping. Individuals can access one-on-one or group sessions and receive guidance on using various nicotine replacement therapies. There are no specified prerequisites mentioned for joining the program, but participants may need to contact for a confidential assessment.",https://www.rwjbh.org/treatment-care/institute-for-prevention-and-recovery/programs/nicotine-and-tobacco-recovery-program/,833795QUIT,https://www.rwjbh.org/treatment-care/institute-for-prevention-and-recovery/programs/nicotine-and-tobacco-recovery-program/about-our-program/
Ryan White Program,"The Ryan White HIV/AIDS Program is located within Rutgers Health and provides comprehensive primary care and support services for individuals living with HIV, specifically targeting those who are uninsured or underinsured. Operating hours are not explicitly mentioned on the website. Patients must be at least 16 years old to receive care, and no specific prerequisites such as forms of identification are stated.",https://patientcare.rutgershealth.org/services/infectious-diseases/ryan-white-hivaids-program,6097777778,https://www.nj.gov/health/fhs/specialneeds/hiv/
S-COPE Statewide Clinical Outreach Program for the Elderly,"S-COPE operates in New Jersey and is based at 300 North Avenue, East, Cranford, New Jersey 07016. It responds to crisis calls seven days a week, but specific operating hours are not provided. There is no mention of prerequisites such as identification necessary to use the program.",https://www.njltclc.org/scope.html,18557182699,https://www.njltclc.org/scope.html
S&N Apartments I and II,,https://cspnj.my.site.com/countydatabase/s/resource/a1S4N000006om4iUAA/sn-apartments-i-and-ii,,https://cspnj.my.site.com/countydatabase/s/resource/a1S4N000006om4iUAA/sn-apartments-i-and-ii
Safe + Sound Somerset,"The National Domestic Violence Hotline provides 24/7 confidential support and education for those impacted by relationship abuse. There are no prerequisites mentioned for using the service, and individuals can connect with live advocates via chat.",https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b,,https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b
Safe Harbor & Port Refuge (SHIPS),"The Safe Harbor - Port of Refuge is located at 87 East High Street, Somerville, NJ, and operates Monday through Friday from 8:30 am to 2:00 pm. No specific prerequisites or forms of identification are mentioned for accessing their services.",https://www.ship908.com/safe-harbor-overview,9083939545,https://www.ship908.com/safe-harbor-overview
Safe Helpline,"The information on the website highlights various helplines available in New Jersey. There are multiple services operating 24/7, such as the Veterans Crisis Line, NJ Vet2Vet, and the New Jersey Suicide Prevention Hopeline, which provide emergency support for mental health crises. Some specific phone numbers include 988 for the Veterans Crisis Line, 866-838-7654 for NJ Vet2Vet, and 888-222-2228 for youth and young adults. 

Certain services also have designated operating hours. The NJ Army National Guard Behavioral Health team is available weekdays from 0700 to 1700 hours. Other services, such as the COVID Connect program, operate Monday through Friday from 9:00 am to 5:00 pm. 

While most of these services provide anonymous support and do not require identification, some might ask for basic information to assist users effectively. For more detailed and specific information regarding prerequisites for each service, one may need to contact them directly.",https://www.nj.gov/military/savenjvets/helplines/,8779955247,https://www.safehelpline.org/
